t,p,p_d,v,v_d,q,R,w,T_sp,q_sp,hover_throttle,fa,pwm
0.65320205688477,"[3.3597426414489746, -0.8311351537704468, -1.364946722984314]","[3.3597426414489746, -0.8311351537704468, -1.364946722984314]","[0.14790917932987213, 0.15188780426979065, -4.484279155731201]","[0.14790917932987213, 0.15188780426979065, -4.484279155731201]","[0.0007542012608610094, -0.009205305017530918, 0.5764824748039246, 0.8170573711395264]","[[0.3351664372069534, -0.9420523960479074, -0.014172957017599817], [0.942024625437304, 0.33533477484880125, -0.01184584543468084], [0.015912092255045397, -0.00938094263664399, 0.9998293870799847]]","[-0.005590090062469244, 0.0030573364347219467, -0.3711707293987274]",[0.0],"[0.0007542012608610094, -0.009205305017530918, 0.5764824748039246, 0.8170573711395264]",[0.44],"[0.2924904227256775, 0.24745911359786987, -15.848713455200196]","[666.5873413085938, 666.5800170898438, 669.8540649414062, 669.857421875]"
0.68419480323792,"[3.364729881286621, -0.8260346055030823, -1.5150606632232666]","[3.364729881286621, -0.8260346055030823, -1.5150606632232666]","[0.15433943271636963, 0.15720929205417633, -4.612534523010254]","[0.15433943271636963, 0.15720929205417633, -4.612534523010254]","[0.0007054409943521023, -0.009212171658873558, 0.5714510083198547, 0.8205841183662415]","[[0.34671776196709747, -0.9378602409903658, -0.01431247358280513], [0.937834246416225, 0.3468864948864496, -0.011686356919377416], [0.01592497345293581, -0.009370862213738118, 0.9998292764926618]]","[-0.005654414650052786, 0.0031423510517925024, -0.3734597861766815]",[0.0],"[0.0007054409943521023, -0.009212171658873558, 0.5714510083198547, 0.8205841183662415]",[0.44],"[0.3215126693248749, 0.26607438921928406, -16.22276836395264]","[666.99267578125, 666.9866333007812, 669.8532104492188, 669.857421875]"
0.71420836448669,"[3.369447946548462, -0.8212470412254333, -1.6551361083984375]","[3.369447946548462, -0.8212470412254333, -1.6551361083984375]","[0.16017960011959076, 0.16193491220474243, -4.724956035614014]","[0.16017960011959076, 0.16193491220474243, -4.724956035614014]","[0.0006600045599043369, -0.00921765249222517, 0.5668329000473022, 0.8237810134887695]","[[0.3572309966129953, -0.933904529144843, -0.014438429626595028], [0.9338801943741372, 0.35740005563589194, -0.01153713583812288], [0.015934878821535103, -0.009362338937062065, 0.999829198553027]]","[-0.005707843694835901, 0.003209190908819437, -0.37529343366622925]",[0.0],"[0.0006600045599043369, -0.00921765249222517, 0.5668329000473022, 0.8237810134887695]",[0.44],"[0.2920083701610565, 0.23628100752830505, -15.431075630187989]","[667.3477783203125, 667.3429565429688, 669.852294921875, 669.857421875]"
0.74623870849609,"[3.3743410110473633, -0.8163193464279175, -1.7985252141952515]","[3.3743410110473633, -0.8163193464279175, -1.7985252141952515]","[0.16601336002349854, 0.1665535420179367, -4.833420276641846]","[0.16601336002349854, 0.1665535420179367, -4.833420276641846]","[0.0006136193405836821, -0.009222527965903282, 0.5621753931045532, 0.826966404914856]","[[0.3677475447313183, -0.9298116457775945, -0.014563518204361137], [0.9297890092914787, 0.3679169017180919, -0.01138424172943625], [0.01594336498039789, -0.009354471409161402, 0.999829136898446]]","[-0.005758419167250395, 0.0032656951807439327, -0.3769189119338989]",[0.0],"[0.0006136193405836821, -0.009222527965903282, 0.5621753931045532, 0.826966404914856]",[0.44],"[0.2916879951953888, 0.23093149065971375, -15.233212051391602]","[667.65966796875, 667.6555786132812, 669.8524169921875, 669.857421875]"
0.77734446525574,"[3.379925489425659, -0.8107408285140991, -1.9599387645721436]","[3.379925489425659, -0.8107408285140991, -1.9599387645721436]","[0.17242202162742615, 0.17151060700416565, -4.948198318481445]","[0.17242202162742615, 0.17151060700416565, -4.948198318481445]","[0.0005616163252852857, -0.009227239526808262, 0.5570095777511597, 0.8304546475410461]","[[0.3793103766883794, -0.9251527494733637, -0.0146999565536141], [0.9251320207999413, 0.379480029761156, -0.01121211536020874], [0.01595125924243536, -0.009346527810336382, 0.9998290852756362]]","[-0.005809481255710125, 0.003317945171147585, -0.3784944713115692]",[0.0],"[0.0005616163252852857, -0.009227239526808262, 0.5570095777511597, 0.8304546475410461]",[0.44],"[0.3204330801963806, 0.24785324931144714, -15.548902091979981]","[667.88525390625, 667.8820190429688, 669.8516235351562, 669.857421875]"
0.80933809280396,"[3.385185718536377, -0.8055291771888733, -2.1099019050598145]","[3.385185718536377, -0.8055291771888733, -2.1099019050598145]","[0.17823952436447144, 0.1759052574634552, -5.04846715927124]","[0.17823952436447144, 0.1759052574634552, -5.04846715927124]","[0.000513546634465456, -0.009231016971170902, 0.5522768497467041, 0.8336095213890076]","[[0.3898101391190687, -0.9207759618985542, -0.014822887443581956], [0.9207569996677613, 0.3899800350074213, -0.011052348673928625], [0.015957367113504373, -0.009339959217257887, 0.9998290491910644]]","[-0.005851638503372669, 0.0033597596921026707, -0.3797560930252075]",[0.0],"[0.000513546634465456, -0.009231016971170902, 0.5522768497467041, 0.8336095213890076]",[0.44],"[0.2908751368522644, 0.21973252296447754, -14.823442039489747]","[668.1304321289062, 668.127685546875, 669.8516235351562, 669.857421875]"
0.84033608436584,"[3.3911731243133545, -0.7996460199356079, -2.2782647609710693]","[3.3911731243133545, -0.7996460199356079, -2.2782647609710693]","[0.18462863564491272, 0.18061713874340057, -5.1543450355529785]","[0.18462863564491272, 0.18061713874340057, -5.1543450355529785]","[0.00045989820500835776, -0.009234649129211903, 0.5470332503318787, 0.8370597958564758]","[[0.401338688573601, -0.9158075756961304, -0.014956747809993558], [0.9157905877018968, 0.4015088230499624, -0.010873244852852591], [0.015963066249623632, -0.009333395662456369, 0.9998290194982028]]","[-0.0058938381262123585, 0.0033972198143601418, -0.38097870349884033]",[0.0],"[0.00045989820500835776, -0.009234649129211903, 0.5470332503318787, 0.8370597958564758]",[0.44],"[0.3194555640220642, 0.23559406399726868, -15.103893814086915]","[668.3446655273438, 668.3428955078125, 669.85107421875, 669.857421875]"
0.8723361492157,"[3.396799087524414, -0.7941644787788391, -2.4342925548553467]","[3.396799087524414, -0.7941644787788391, -2.4342925548553467]","[0.19042497873306274, 0.18478886783123016, -5.246504306793213]","[0.19042497873306274, 0.18478886783123016, -5.246504306793213]","[0.00041052160668186843, -0.009237535297870636, 0.5422338843345642, 0.8401767015457153]","[[0.4117941652421421, -0.9111521372287347, -0.015077126423165384], [0.9111369683974057, 0.41196449230292176, -0.01070763067131452], [0.015967521324742887, -0.009327987913653642, 0.9998289988272621]]","[-0.005928004626184702, 0.0034259408712387085, -0.381780207157135]",[0.0],"[0.00041052160668186843, -0.009237535297870636, 0.5422338843345642, 0.8401767015457153]",[0.44],"[0.2898171544075012, 0.2085864543914795, -14.41796356201172]","[669.4490356445312, 669.4473266601562, 662.7501831054688, 662.7565307617188]"
0.90334343910217,"[3.403184413909912, -0.787994921207428, -2.608797788619995]","[3.403184413909912, -0.787994921207428, -2.608797788619995]","[0.196458637714386, 0.18902599811553955, -5.321772575378418]","[0.196458637714386, 0.18902599811553955, -5.321772575378418]","[0.00035435252357274294, -0.009240308776497841, 0.53703373670578, 0.8435101509094238]","[[0.42301876466708377, -0.9059933652377556, -0.015207989981335948], [0.9059802679308215, 0.423189280148232, -0.010522515002383659], [0.01596918702071752, -0.00932691519984774, 0.999828982256008]]","[-0.005959308240562677, 0.003452189266681671, -0.36020734906196594]",[0.0],"[0.00035435252357274294, -0.009240308776497841, 0.53703373670578, 0.8435101509094238]",[0.44],"[0.3016829490661621, 0.21185651421546936, -13.573413429260254]","[669.85400390625, 669.8538208007812, 623.42822265625, 623.4349365234375]"
0.93435668945312,"[3.409156084060669, -0.7822705507278442, -2.769155740737915]","[3.409156084060669, -0.7822705507278442, -2.769155740737915]","[0.20158401131629944, 0.1925356239080429, -5.363670825958252]","[0.20158401131629944, 0.1925356239080429, -5.363670825958252]","[0.00029878749046474695, -0.009242640808224678, 0.5326963663101196, 0.8462559580802917]","[[0.43229830982177, -0.9016004708462254, -0.015324953683773374], [0.9015894245044159, 0.4324689840920608, -0.010352743735313127], [0.015961605725651334, -0.009341340959290526, 0.9998289686338514]]","[-0.0059106419794261456, 0.0034296095836907625, -0.3212207853794098]",[0.0],"[0.00029878749046474695, -0.009242640808224678, 0.5326963663101196, 0.8462559580802917]",[0.44],"[0.2562686800956726, 0.17548128962516785, -11.9049125289917]","[664.9899291992188, 665.0008544921875, 594.8577880859375, 594.8616943359375]"
0.96530556678772,"[3.415276050567627, -0.7764458060264587, -2.9303693771362305]","[3.415276050567627, -0.7764458060264587, -2.9303693771362305]","[0.206320658326149, 0.19570216536521912, -5.377773284912109]","[0.206320658326149, 0.19570216536521912, -5.377773284912109]","[0.00023903277178760618, -0.009244824759662151, 0.5288954973220825, 0.8486365675926208]","[[0.4403681722551803, -0.8976845385573826, -0.015438145990648165], [0.8976756992930346, 0.440538991551522, -0.010184796279818], [0.015943839417491692, -0.009373388475850062, 0.9998289521569943]]","[-0.005747344344854355, 0.00333918328396976, -0.27725687623023987]",[0.0],"[0.00023903277178760618, -0.009244824759662151, 0.5288954973220825, 0.8486365675926208]",[0.44],"[0.23683235049247742, 0.15832707285881042, -10.515122947692872]","[630.3861083984375, 630.4107055664062, 564.9642944335938, 564.9645385742188]"
0.99630999565125,"[3.4221596717834473, -0.7699381113052368, -3.1073710918426514]","[3.4221596717834473, -0.7699381113052368, -3.1073710918426514]","[0.21073468029499054, 0.19858084619045258, -5.339357852935791]","[0.21073468029499054, 0.19858084619045258, -5.339357852935791]","[0.00017112481873482466, -0.0092470096424222, 0.5253015160560608, 0.85086590051651]","[[0.44794562008375416, -0.893925459789154, -0.015556146119536388], [0.8939191302177584, 0.44811657589100107, -0.01000614491428585], [0.015915714626401276, -0.009423727822311725, 0.9998289270579387]]","[-0.005454336758702993, 0.0031739857513457537, -0.23691673576831818]",[0.0],"[0.00017112481873482466, -0.0092470096424222, 0.5253015160560608, 0.85086590051651]",[0.44],"[0.22070109844207764, 0.14393404126167297, -7.8892284011840825]","[582.7371215820312, 582.7720947265625, 528.4014892578125, 528.3986206054688]"
1.0277533531189,"[3.4285318851470947, -0.7639485001564026, -3.2663676738739014]","[3.4285318851470947, -0.7639485001564026, -3.2663676738739014]","[0.2139298915863037, 0.200614795088768, -5.250216007232666]","[0.2139298915863037, 0.200614795088768, -5.250216007232666]","[0.00011015033669536933, -0.009248737245798111, 0.5224512815475464, 0.8526189923286438]","[[0.45391823853736923, -0.8909058079307984, -0.015656201692510786], [0.8909017329247119, 0.45408929255245944, -0.00985186179168323], [0.01588639443078834, -0.009476196715371761, 0.999828897452523]]","[-0.005133999045938253, 0.002993361558765173, -0.21119794249534607]",[0.0],"[0.00011015033669536933, -0.009248737245798111, 0.5224512815475464, 0.8526189923286438]",[0.44],"[0.15976056456565857, 0.10169744491577148, -5.3529077148437505]","[535.2587890625, 535.2992553710938, 494.8773498535156, 494.8733215332031]"
1.0588393211365,"[3.4349887371063232, -0.7579056024551392, -3.4219515323638916]","[3.4349887371063232, -0.7579056024551392, -3.4219515323638916]","[0.21647703647613525, 0.20220009982585907, -5.118511199951172]","[0.21647703647613525, 0.20220009982585907, -5.118511199951172]","[5.2047980716452e-05, -0.009250208735466003, 0.5198550820350647, 0.8542043566703796]","[[0.4593302546413329, -0.8881259147325515, -0.015749022389320706], [0.888123988913808, 0.4595013819466477, -0.009706455265802081], [0.015857252018461148, -0.009528616818266524, 0.999828861858716]]","[-0.004799937829375267, 0.002804623218253255, -0.1953476220369339]",[0.0],"[5.2047980716452e-05, -0.009250208735466003, 0.5198550820350647, 0.8542043566703796]",[0.44],"[0.12735724449157715, 0.07926523685455322, -3.2247596359252935]","[499.6923828125, 499.7349853515625, 472.1224670410156, 472.1179504394531]"
1.090273141861,"[3.4421780109405518, -0.751205325126648, -3.58838152885437]","[3.4421780109405518, -0.751205325126648, -3.58838152885437]","[0.21922123432159424, 0.20387107133865356, -4.968917369842529]","[0.21922123432159424, 0.20387107133865356, -4.968917369842529]","[-7.634816029167268e-06, -0.00925153773277998, 0.5172009468078613, 0.8558140397071838]","[[0.4648351793412615, -0.885255521988455, -0.015843089229345728], [0.8852558045236094, 0.46500636112552274, -0.009556740184148234], [0.015827294293029773, -0.009582876115141607, 0.9998288179825771]]","[-0.004453032277524471, 0.002610345371067524, -0.18113845586776733]",[0.0],"[-7.634816029167268e-06, -0.00925153773277998, 0.5172009468078613, 0.8558140397071838]",[0.44],"[0.13720989227294922, 0.08354857563972473, -2.3303084945678716]","[496.8183288574219, 496.8578186035156, 472.6097106933594, 472.60491943359375]"
1.1212520599365,"[3.4487931728363037, -0.7450660467147827, -3.7354702949523926]","[3.4487931728363037, -0.7450660467147827, -3.7354702949523926]","[0.22180336713790894, 0.20541204512119293, -4.837580680847168]","[0.22180336713790894, 0.20541204512119293, -4.837580680847168]","[-5.814690302941017e-05, -0.009252474643290043, 0.5149447917938232, 0.8571734428405762]","[[0.46949250623478256, -0.8827929241039786, -0.015921835979315985], [0.882795076114962, 0.4696637160467074, -0.009429343295412767], [0.015802066199820247, -0.009628711219653713, 0.9998287766638259]]","[-0.004160014912486076, 0.0024465294554829597, -0.1704457700252533]",[0.0],"[-5.814690302941017e-05, -0.009252474643290043, 0.5149447917938232, 0.8571734428405762]",[0.44],"[0.12910664081573486, 0.07704868912696838, -3.243165550231934]","[494.1338195800781, 494.1713562011719, 474.5245666503906, 474.5201110839844]"
1.1517400741577,"[3.4554872512817383, -0.7388800978660583, -3.8786911964416504]","[3.4554872512817383, -0.7388800978660583, -3.8786911964416504]","[0.22447533905506134, 0.20697805285453796, -4.711108684539795]","[0.22447533905506134, 0.20697805285453796, -4.711108684539795]","[-0.00010516170004848391, -0.009253188036382198, 0.5128105878829956, 0.8584519624710083]","[[0.47387935893251953, -0.8804445649261685, -0.015994690924340384], [0.8804484572501077, 0.47405057979222653, -0.009309713057891297], [0.01577897879144183, -0.00967081812902493, 0.9998287349043604]]","[-0.0038890724536031485, 0.0022963194642215967, -0.1613718569278717]",[0.0],"[-0.00010516170004848391, -0.009253188036382198, 0.5128105878829956, 0.8584519624710083]",[0.44],"[0.13359859585762024, 0.07830038666725159, -3.486400184631348]","[492.90570068359375, 492.93975830078125, 475.7928466796875, 475.7886962890625]"
1.1837298870087,"[3.462944746017456, -0.7320206761360168, -4.031932830810547]","[3.462944746017456, -0.7320206761360168, -4.031932830810547]","[0.22750580310821533, 0.20872269570827484, -4.5768513679504395]","[0.22750580310821533, 0.20872269570827484, -4.5768513679504395]","[-0.00015312795585487038, -0.009253735654056072, 0.5105859041213989, 0.8597769737243652]","[[0.478432805777957, -0.8779771729323811, -0.01606866762415202], [0.87798284095488, 0.47860402212872555, -0.009186342189898292], [0.015755927721006337, -0.009712965751808286, 0.9998286898565479]]","[-0.0036192506086081266, 0.002145315520465374, -0.15258684754371643]",[0.0],"[-0.00015312795585487038, -0.009253735654056072, 0.5105859041213989, 0.8597769737243652]",[0.44],"[0.15152320265769958, 0.08723214268684387, -3.097134170532227]","[491.17236328125, 491.2028503417969, 476.1788330078125, 476.1747741699219]"
1.2139604091644,"[3.4698128700256348, -0.7257346510887146, -4.167473793029785]","[3.4698128700256348, -0.7257346510887146, -4.167473793029785]","[0.23036295175552368, 0.21034006774425507, -4.46043062210083]","[0.23036295175552368, 0.21034006774425507, -4.46043062210083]","[-0.00019359980069566518, -0.009254039265215397, 0.5086622834205627, 0.8609163761138916]","[[0.4823540883653139, -0.8758277962561815, -0.016130861730633043], [0.875834962576811, 0.4825252878889925, -0.009081015009353453], [0.015736954063866555, -0.009747707964678588, 0.99982865055279]]","[-0.0033939825370907784, 0.002022701548412442, -0.1455574333667755]",[0.0],"[-0.00019359980069566518, -0.009254039265215397, 0.5086622834205627, 0.8609163761138916]",[0.44],"[0.14285743236541748, 0.08086860179901123, -3.9889627075195317]","[493.6947937011719, 493.72216796875, 480.6707763671875, 480.6670837402344]"
1.2439596652985,"[3.4767684936523438, -0.7193995118141174, -4.2996368408203125]","[3.4767684936523438, -0.7193995118141174, -4.2996368408203125]","[0.23334504663944244, 0.21200285851955414, -4.351096153259277]","[0.23334504663944244, 0.21200285851955414, -4.351096153259277]","[-0.00023137303651310503, -0.009254167787730694, 0.5068256258964539, 0.8619988560676575]","[[0.48608429062644865, -0.8737619371672326, -0.01618869566185668], [0.8737705018268384, 0.48625546280237153, -0.008981612176736428], [0.01571963252567141, -0.009779385347933215, 0.999828613690149]]","[-0.0031912035774439573, 0.0019084790255874395, -0.13854819536209106]",[0.0],"[-0.00023137303651310503, -0.009254167787730694, 0.5068256258964539, 0.8619988560676575]",[0.44],"[0.1491047441959381, 0.08313953876495361, -4.343276557922364]","[494.7787170410156, 494.80450439453125, 480.8872985839844, 480.8838195800781]"
1.2755715847015,"[3.4845261573791504, -0.7123721837997437, -4.441378593444824]","[3.4845261573791504, -0.7123721837997437, -4.441378593444824]","[0.23682312667369843, 0.2139132022857666, -4.242298603057861]","[0.23682312667369843, 0.2139132022857666, -4.242298603057861]","[-0.00027022691210731864, -0.009254147298634052, 0.5049111247062683, 0.8631216883659363]","[[0.4899582338112527, -0.8715944834231388, -0.0162477916298042], [0.8716044863017336, 0.49012936625053427, -0.008878566424261623], [0.015702029333332167, -0.009811521258741553, 0.9998285754703823]]","[-0.0029859435744583607, 0.0017957368399947882, -0.12960119545459747]",[0.0],"[-0.00027022691210731864, -0.009254147298634052, 0.5049111247062683, 0.8631216883659363]",[0.44],"[0.17390400171279907, 0.09551718831062317, -4.3701224899292]","[510.93585205078125, 510.95819091796875, 490.7119140625, 490.7087707519531]"
1.3064782619476,"[3.491682767868042, -0.7059264183044434, -4.567441940307617]","[3.491682767868042, -0.7059264183044434, -4.567441940307617]","[0.2403569519519806, 0.21582716703414917, -4.1656084060668945]","[0.2403569519519806, 0.21582716703414917, -4.1656084060668945]","[-0.00030396695365197957, -0.009253961965441704, 0.503322958946228, 0.8640487790107727]","[[0.49316072637111164, -0.8697855504538995, -0.01629773616757204], [0.8697968020484109, 0.49333181320340946, -0.008790178486518706], [0.0156857619814361, -0.009840747587169175, 0.9998285435840665]]","[-0.002809921745210886, 0.0016970888245850801, -0.11445700377225876]",[0.0],"[-0.00030396695365197957, -0.009253961965441704, 0.503322958946228, 0.8640487790107727]",[0.44],"[0.17669126391410828, 0.09569823741912842, -5.975490150451661]","[536.9111938476562, 536.93310546875, 504.2757568359375, 504.27239990234375]"
1.3380491733551,"[3.4989514350891113, -0.6994207501411438, -4.691519260406494]","[3.4989514350891113, -0.6994207501411438, -4.691519260406494]","[0.24421876668930054, 0.21789254248142242, -4.108389377593994]","[0.24421876668930054, 0.21789254248142242, -4.108389377593994]","[-0.0003369180776644498, -0.00925362017005682, 0.5019538998603821, 0.8648448586463928]","[[0.4959133058574037, -0.8682182637196773, -0.016344126341914667], [0.8682307345673538, 0.49608433780232497, -0.008707017729867175], [0.015667656969846133, -0.009872545198879677, 0.9998285139999146]]","[-0.0026169174816459417, 0.0015888978959992528, -0.09622681140899658]",[0.0],"[-0.0003369180776644498, -0.00925362017005682, 0.5019538998603821, 0.8648448586463928]",[0.44],"[0.19309073686599731, 0.10326877236366272, -6.949048576354981]","[552.7505493164062, 552.7743530273438, 514.6857299804688, 514.681884765625]"
